trip_id,arrival_time,departure_time,stop_id,stop_sequence
WD011510,14:33:44,14:34:24,109_1,9
WD011510,14:35:50,14:36:30,110_1,10
WD011510,14:38:48,14:39:28,111_1,11
WD011510,14:41:28,14:42:08,112_1,12
WD011510,14:43:57,14:44:37,113_1,13
WD011510,14:46:55,14:47:35,114_1,14
WD011510,14:49:04,14:49:44,115_1,15
WD011510,14:52:34,14:53:14,116_1,16
WD011510,14:55:08,14:59:50,117_1,17
WD861511,14:55:08,14:59:50,117_1,1
WD861511,15:02:05,15:02:45,116_2,2
WD861511,15:05:27,15:06:07,115_2,3
WD861511,15:07:37,15:08:17,114_2,4
WD861511,15:10:42,15:11:22,113_2,5
WD861511,15:13:06,15:13:46,112_2,6
WD861511,15:15:27,15:16:07,111_2,7
WD861511,15:18:24,15:19:04,110_2,8
WD861511,15:20:37,15:21:17,109_2,9
WD861511,15:22:52,15:23:32,108_2,10
WD861511,15:25:59,15:26:39,107_2,11
WD861511,15:28:06,15:28:46,106_2,12
WD861511,15:30:11,15:30:51,105_2,13
WD861511,15:33:56,15:34:36,104_3,14
WD861511,15:36:50,15:37:30,103_2,15
WD861511,15:38:52,15:39:32,102_2,16
WD861511,15:42:12,15:44:12,101_1,17
WD011512,15:42:12,15:44:12,101_1,1
WD011512,15:46:28,15:47:08,102_1,2
WD011512,15:48:29,15:49:09,103_1,3
WD011512,15:51:03,15:51:43,104_1,4
WD011512,15:54:08,15:54:48,105_1,5
WD011512,15:56:10,15:56:50,106_1,6
WD011512,15:58:18,15:58:58,107_1,7
WD011512,16:01:39,16:02:19,108_1,8
WD011512,16:03:44,16:04:24,109_1,9
WD011512,16:05:50,16:06:30,110_1,10
WD011512,16:08:48,16:09:28,111_1,11
WD011512,16:11:28,16:12:08,112_1,12
WD011512,16:13:57,16:14:37,113_1,13
WD011512,16:16:55,16:17:35,114_1,14
WD011512,16:19:04,16:19:44,115_1,15
WD011512,16:22:34,16:23:14,116_1,16
WD011512,16:25:08,16:29:50,117_1,17
WD861513,16:25:08,16:29:50,117_1,1
WD861513,16:32:05,16:32:45,116_2,2
WD861513,16:35:27,16:36:07,115_2,3
WD861513,16:37:37,16:38:17,114_2,4
WD861513,16:40:42,16:41:22,113_2,5
WD861513,16:43:06,16:43:46,112_2,6
WD861513,16:45:27,16:46:07,111_2,7
WD861513,16:48:24,16:49:04,110_2,8
WD861513,16:50:37,16:51:17,109_2,9
WD861513,16:52:52,16:53:32,108_2,10
WD861513,16:55:59,16:56:39,107_2,11
WD861513,16:58:06,16:58:46,106_2,12
WD861513,17:00:11,17:00:51,105_2,13
WD861513,17:03:56,17:04:36,104_3,14
WD861513,17:06:50,17:07:30,103_2,15
WD861513,17:08:52,17:09:32,102_2,16
WD861513,17:12:12,17:14:12,101_1,17
WD011514,17:12:12,17:14:12,101_1,1
WD011514,17:16:28,17:17:08,102_1,2
WD011514,17:18:29,17:19:09,103_1,3
WD011514,17:21:03,17:21:43,104_1,4
WD011514,17:24:08,17:24:48,105_1,5
WD011514,17:26:10,17:26:50,106_1,6
WD011514,17:28:18,17:28:58,107_1,7
WD011514,17:31:39,17:32:19,108_1,8
WD011514,17:33:44,17:34:24,109_1,9
WD011514,17:35:50,17:36:30,110_1,10
WD011514,17:38:48,17:39:28,111_1,11
WD011514,17:41:28,17:42:08,112_1,12
WD011514,17:43:57,17:44:37,113_1,13
WD011514,17:46:55,17:47:35,114_1,14
WD011514,17:49:04,17:49:44,115_1,15
WD011514,17:52:34,17:53:14,116_1,16
WD011514,17:55:08,17:59:50,117_1,17
WD861515,17:55:08,17:59:50,117_1,1
WD861515,18:02:05,18:02:45,116_2,2
WD861515,18:05:27,18:06:07,115_2,3
WD861515,18:07:37,18:08:17,114_2,4
WD861515,18:10:42,18:11:22,113_2,5
WD861515,18:13:06,18:13:46,112_2,6
WD861515,18:15:27,18:16:07,111_2,7
WD861515,18:18:24,18:19:04,110_2,8
WD861515,18:20:37,18:21:17,109_2,9
WD861515,18:22:52,18:23:32,108_2,10
WD861515,18:25:59,18:26:39,107_2,11
WD861515,18:28:06,18:28:46,106_2,12
WD861515,18:30:11,18:30:51,105_2,13
WD861515,18:33:56,18:34:36,104_3,14
WD861515,18:36:50,18:37:30,103_2,15
WD861515,18:38:52,18:39:32,102_2,16
WD861515,18:42:12,18:46:12,101_1,17
WD011516,18:42:12,18:46:12,101_1,1
WD011516,18:48:28,18:49:08,102_1,2
WD011516,18:50:29,18:51:09,103_1,3
WD011516,18:53:03,18:53:43,104_1,4
WD011516,18:56:08,18:56:48,105_1,5
WD011516,18:58:10,18:58:50,106_1,6
WD011516,19:00:18,19:00:58,107_1,7
WD011516,19:03:39,19:04:19,108_1,8
WD011516,19:05:44,19:06:24,109_1,9
WD011516,19:07:50,19:08:30,110_1,10
WD011516,19:10:48,19:11:28,111_1,11
WD011516,19:13:28,19:14:08,112_1,12
WD011516,19:15:57,19:16:37,113_1,13
WD011516,19:18:55,19:19:35,114_1,14
WD011516,19:21:04,19:21:44,115_1,15
WD011516,19:24:34,19:25:14,116_1,16
WD011516,19:27:08,19:29:50,117_1,17
WD861517,19:27:08,19:29:50,117_1,1
WD861517,19:32:05,19:32:45,116_2,2
WD861517,19:35:27,19:36:07,115_2,3
WD861517,19:37:37,19:38:17,114_2,4
WD861517,19:40:42,19:41:22,113_2,5
WD861517,19:43:06,19:43:46,112_2,6
WD861517,19:45:27,19:46:07,111_2,7
WD861517,19:48:24,19:49:04,110_2,8
WD861517,19:50:37,19:51:17,109_2,9
WD861517,19:52:52,19:53:32,108_2,10
WD861517,19:55:59,19:56:39,107_2,11
WD861517,19:58:06,19:58:46,106_2,12
WD861517,20:00:11,20:00:51,105_2,13
WD861517,20:03:56,20:04:36,104_3,14
WD861517,20:06:50,20:07:30,103_2,15
WD861517,20:08:52,20:09:32,102_2,16
WD861517,20:12:12,20:12:52,101_1,17
WD021601,07:31:47,07:32:27,201_2,1
WD021601,07:34:43,07:35:43,202_1,2
WD021601,07:37:18,07:37:58,203_1,3
WD021601,07:39:11,07:39:51,204_1,4
WD021601,07:41:18,07:41:58,205_1,5
WD021601,07:43:48,07:44:28,206_1,6
WD021601,07:46:07,07:46:47,207_1,7
WD021601,07:48:19,07:48:59,208_1,8
WD021601,07:50:12,07:50:52,209_1,9
WD021601,07:53:46,07:54:26,210_1,10
WD021601,07:56:33,07:57:33,211_1,11
WD021601,07:59:27,08:00:07,212_1,12
WD021601,08:01:52,08:02:32,213_1,13
WD021601,08:04:54,08:05:34,214_1,14
WD021601,08:08:20,08:09:00,215_1,15
WD021601,08:10:51,08:11:51,216_1,16
WD021601,08:13:38,08:14:18,115_1,17
WD021601,08:17:08,08:17:48,116_1,18
WD021601,08:20:00,08:22:30,117_2,19
WD231602,08:20:00,08:22:30,117_2,1
WD231602,08:25:32,08:26:12,116_2,2
WD231602,08:28:07,08:28:47,115_2,3
WD231602,08:30:29,08:31:09,216_2,4
WD231602,08:32:55,08:33:35,215_2,5
WD231602,08:36:33,08:37:13,214_2,6
WD231602,08:39:27,08:40:07,213_2,7
WD231602,08:41:47,08:42:27,212_2,8
WD231602,08:44:21,08:45:01,211_2,9
WD231602,08:47:09,08:47:49,210_2,10
WD231602,08:50:46,08:51:26,209_2,11
WD231602,08:52:39,08:53:19,208_2,12
WD231602,08:54:50,08:55:30,207_2,13
WD231602,08:57:08,08:57:48,206_2,14
WD231602,08:59:40,09:00:20,205_2,15
WD231602,09:01:46,09:02:26,204_2,16
WD231602,09:03:40,09:04:20,203_2,17
WD231602,09:05:55,09:06:35,202_2,18
WD231602,09:08:57,09:12:27,201_2,19
WD021603,09:08:57,09:12:27,201_2,1
WD021603,09:14:43,09:15:43,202_1,2
WD021603,09:17:18,09:17:58,203_1,3
WD021603,09:19:11,09:19:51,204_1,4
WD021603,09:21:18,09:21:58,205_1,5
WD021603,09:23:48,09:24:28,206_1,6
WD021603,09:26:07,09:26:47,207_1,7
WD021603,09:28:19,09:28:59,208_1,8
WD021603,09:30:12,09:30:52,209_1,9
WD021603,09:33:46,09:34:26,210_1,10
WD021603,09:36:33,09:37:33,211_1,11
WD021603,09:39:27,09:40:07,212_1,12
WD021603,09:41:52,09:42:32,213_1,13
WD021603,09:44:54,09:45:34,214_1,14
WD021603,09:48:20,09:49:00,215_1,15
WD021603,09:50:51,09:51:51,216_1,16
WD021603,09:54:39,09:55:19,115_1,17
WD021603,09:57:18,09:57:58,116_1,18
WD021603,10:00:00,10:02:30,117_2,19
WD231604,10:00:00,10:02:30,117_2,1
WD231604,10:05:32,10:06:12,116_2,2
WD231604,10:08:07,10:08:47,115_2,3
WD231604,10:10:29,10:11:09,216_2,4
WD231604,10:12:55,10:13:35,215_2,5
WD231604,10:16:33,10:17:13,214_2,6
WD231604,10:19:27,10:20:07,213_2,7
WD231604,10:21:47,10:22:27,212_2,8
WD231604,10:24:21,10:25:01,211_2,9
WD231604,10:27:09,10:27:49,210_2,10
WD231604,10:30:46,10:31:26,209_2,11
WD231604,10:32:39,10:33:19,208_2,12
WD231604,10:34:50,10:35:30,207_2,13
WD231604,10:37:08,10:37:48,206_2,14
WD231604,10:39:40,10:40:20,205_2,15
WD231604,10:41:46,10:42:26,204_2,16
WD231604,10:43:40,10:44:20,203_2,17
WD231604,10:45:55,10:46:35,202_2,18
WD231604,10:48:57,10:52:27,201_2,19
WD021605,10:48:57,10:52:27,201_2,1
WD021605,10:54:43,10:55:43,202_1,2
WD021605,10:57:18,10:57:58,203_1,3
WD021605,10:59:11,10:59:51,204_1,4
WD021605,11:01:18,11:01:58,205_1,5
WD021605,11:03:48,11:04:28,206_1,6
WD021605,11:06:07,11:06:47,207_1,7
WD021605,11:08:19,11:08:59,208_1,8
WD021605,11:10:12,11:10:52,209_1,9
WD021605,11:13:46,11:14:26,210_1,10
WD021605,11:16:33,11:17:33,211_1,11
WD021605,11:19:27,11:20:07,212_1,12
WD021605,11:21:52,11:22:32,213_1,13
WD021605,11:24:54,11:25:34,214_1,14
WD021605,11:28:20,11:29:00,215_1,15
WD021605,11:30:51,11:31:51,216_1,16
WD021605,11:33:38,11:34:18,115_1,17
WD021605,11:37:08,11:37:48,116_1,18
WD021605,11:40:00,11:42:30,117_2,19
WD231606,11:40:00,11:42:30,117_2,1
WD231606,11:45:32,11:46:12,116_2,2
WD231606,11:48:08,11:48:48,115_2,3
WD231606,11:50:29,11:51:09,216_2,4
WD231606,11:52:55,11:53:35,215_2,5
WD231606,11:56:33,11:57:13,214_2,6
WD231606,11:59:27,12:00:07,213_2,7
WD231606,12:01:47,12:02:27,212_2,8
WD231606,12:04:21,12:05:01,211_2,9
WD231606,12:07:09,12:07:49,210_2,10
WD231606,12:10:46,12:11:26,209_2,11
WD231606,12:12:39,12:13:19,208_2,12
WD231606,12:14:50,12:15:30,207_2,13
WD231606,12:17:08,12:17:48,206_2,14
WD231606,12:19:40,12:20:20,205_2,15
WD231606,12:21:46,12:22:26,204_2,16
WD231606,12:23:40,12:24:20,203_2,17
WD231606,12:25:55,12:26:35,202_2,18
WD231606,12:28:57,12:32:27,201_2,19
WD021607,12:28:57,12:32:27,201_2,1
WD021607,12:34:43,12:35:43,202_1,2
WD021607,12:37:18,12:37:58,203_1,3
WD021607,12:39:11,12:39:51,204_1,4
WD021607,12:41:18,12:41:58,205_1,5
WD021607,12:43:48,12:44:28,206_1,6
WD021607,12:46:07,12:46:47,207_1,7
WD021607,12:48:19,12:48:59,208_1,8
WD021607,12:50:12,12:50:52,209_1,9
WD021607,12:53:46,12:54:26,210_1,10
WD021607,12:56:33,12:57:33,211_1,11
WD021607,12:59:27,13:00:07,212_1,12
WD021607,13:01:52,13:02:32,213_1,13
WD021607,13:04:54,13:05:34,214_1,14
WD021607,13:08:20,13:09:00,215_1,15
WD021607,13:10:51,13:11:51,216_1,16
WD021607,13:13:38,13:14:18,115_1,17
WD021607,13:17:08,13:17:48,116_1,18
WD021607,13:20:00,13:22:30,117_2,19
WD231608,13:20:00,13:22:30,117_2,1
WD231608,13:25:32,13:26:12,116_2,2
WD231608,13:28:08,13:28:48,115_2,3
WD231608,13:30:29,13:31:09,216_2,4
WD231608,13:32:55,13:33:35,215_2,5
WD231608,13:36:33,13:37:13,214_2,6
WD231608,13:39:27,13:40:07,213_2,7
WD231608,13:41:47,13:42:27,212_2,8
WD231608,13:44:21,13:45:01,211_2,9
WD231608,13:47:09,13:47:49,210_2,10
WD231608,13:50:46,13:51:26,209_2,11
WD231608,13:52:39,13:53:19,208_2,12
WD231608,13:54:50,13:55:30,207_2,13
WD231608,13:57:08,13:57:48,206_2,14
WD231608,13:59:40,14:00:20,205_2,15
WD231608,14:01:46,14:02:26,204_2,16
WD231608,14:03:40,14:04:20,203_2,17
WD231608,14:05:55,14:06:35,202_2,18
WD231608,14:08:57,14:12:27,201_2,19
WD021609,14:08:57,14:12:27,201_2,1
WD021609,14:14:43,14:15:43,202_1,2
WD021609,14:17:18,14:17:58,203_1,3
WD021609,14:19:11,14:19:51,204_1,4
WD021609,14:21:18,14:21:58,205_1,5
WD021609,14:23:48,14:24:28,206_1,6
WD021609,14:26:07,14:26:47,207_1,7
WD021609,14:28:19,14:28:59,208_1,8
WD021609,14:30:12,14:30:52,209_1,9
WD021609,14:33:46,14:34:26,210_1,10
WD021609,14:36:33,14:37:33,211_1,11
WD021609,14:39:27,14:40:07,212_1,12
WD021609,14:41:52,14:42:32,213_1,13
WD021609,14:44:54,14:45:34,214_1,14
WD021609,14:48:20,14:49:00,215_1,15
WD021609,14:50:51,14:51:51,216_1,16
WD021609,14:53:38,14:54:18,115_1,17
WD021609,14:57:08,14:57:48,116_1,18
WD021609,15:00:00,15:02:30,117_2,19
WD231610,15:00:00,15:02:30,117_2,1
WD231610,15:05:32,15:06:12,116_2,2
WD231610,15:08:08,15:08:48,115_2,3
WD231610,15:10:29,15:11:09,216_2,4
WD231610,15:12:55,15:13:35,215_2,5
WD231610,15:16:33,15:17:13,214_2,6
WD231610,15:19:27,15:20:07,213_2,7
WD231610,15:21:47,15:22:27,212_2,8
WD231610,15:24:21,15:25:01,211_2,9
WD231610,15:27:09,15:27:49,210_2,10
WD231610,15:30:46,15:31:26,209_2,11
WD231610,15:32:39,15:33:19,208_2,12
WD231610,15:34:50,15:35:30,207_2,13
WD231610,15:37:08,15:37:48,206_2,14
WD231610,15:39:40,15:40:20,205_2,15
WD231610,15:41:46,15:42:26,204_2,16
WD231610,15:43:40,15:44:20,203_2,17
WD231610,15:45:55,15:46:35,202_2,18
WD231610,15:48:57,15:52:27,201_2,19
WD021611,15:48:57,15:52:27,201_2,1
WD021611,15:54:43,15:55:43,202_1,2
WD021611,15:57:18,15:57:58,203_1,3
WD021611,15:59:11,15:59:51,204_1,4
WD021611,16:01:18,16:01:58,205_1,5
WD021611,16:03:48,16:04:28,206_1,6
WD021611,16:06:07,16:06:47,207_1,7
WD021611,16:08:19,16:08:59,208_1,8
WD021611,16:10:12,16:10:52,209_1,9
WD021611,16:13:46,16:14:26,210_1,10
WD021611,16:16:33,16:17:33,211_1,11
WD021611,16:19:27,16:20:07,212_1,12
WD021611,16:21:52,16:22:32,213_1,13
WD021611,16:24:54,16:25:34,214_1,14
WD021611,16:28:20,16:29:00,215_1,15
WD021611,16:30:51,16:31:51,216_1,16
WD021611,16:33:38,16:34:18,115_1,17
WD021611,16:37:08,16:37:48,116_1,18
WD021611,16:40:00,16:42:30,117_2,19
WD231612,16:40:00,16:42:30,117_2,1
WD231612,16:45:32,16:46:12,116_2,2
WD231612,16:48:08,16:48:48,115_2,3
WD231612,16:50:29,16:51:09,216_2,4
WD231612,16:52:55,16:53:35,215_2,5
WD231612,16:56:33,16:57:13,214_2,6
WD231612,16:59:27,17:00:07,213_2,7
WD231612,17:01:47,17:02:27,212_2,8
WD231612,17:04:21,17:05:01,211_2,9
WD231612,17:07:09,17:07:49,210_2,10
WD231612,17:10:46,17:11:26,209_2,11
WD231612,17:12:39,17:13:19,208_2,12
WD231612,17:14:50,17:15:30,207_2,13
WD231612,17:17:08,17:17:48,206_2,14
WD231612,17:19:40,17:20:20,205_2,15
WD231612,17:21:46,17:22:26,204_2,16
WD231612,17:23:40,17:24:20,203_2,17
WD231612,17:25:55,17:26:35,202_2,18
WD231612,17:28:57,17:32:27,201_2,19
WD021613,17:28:57,17:32:27,201_2,1
WD021613,17:34:43,17:35:43,202_1,2
WD021613,17:37:18,17:37:58,203_1,3
WD021613,17:39:11,17:39:51,204_1,4
WD021613,17:41:18,17:41:58,205_1,5
WD021613,17:43:48,17:44:28,206_1,6
WD021613,17:46:07,17:46:47,207_1,7
WD021613,17:48:19,17:48:59,208_1,8
WD021613,17:50:12,17:50:52,209_1,9
WD021613,17:53:46,17:54:26,210_1,10
WD021613,17:56:33,17:57:33,211_1,11
WD021613,17:59:27,18:00:07,212_1,12
WD021613,18:01:52,18:02:32,213_1,13
WD021613,18:04:54,18:05:34,214_1,14
WD021613,18:08:20,18:09:00,215_1,15
WD021613,18:10:51,18:11:51,216_1,16
WD021613,18:14:39,18:15:19,115_1,17
WD021613,18:17:18,18:17:58,116_1,18
WD021613,18:20:00,18:22:30,117_2,19
WD231614,18:20:00,18:22:30,117_2,1
WD231614,18:25:32,18:26:12,116_2,2
WD231614,18:28:07,18:28:47,115_2,3
WD231614,18:30:29,18:31:09,216_2,4
WD231614,18:32:55,18:33:35,215_2,5
WD231614,18:36:33,18:37:13,214_2,6
WD231614,18:39:27,18:40:07,213_2,7
WD231614,18:41:47,18:42:27,212_2,8
WD231614,18:44:21,18:45:01,211_2,9
WD231614,18:47:09,18:47:49,210_2,10
WD231614,18:50:46,18:51:26,209_2,11
WD231614,18:52:39,18:53:19,208_2,12
WD231614,18:54:50,18:55:30,207_2,13
WD231614,18:57:08,18:57:48,206_2,14
WD231614,18:59:40,19:00:20,205_2,15
WD231614,19:01:46,19:02:26,204_2,16
WD231614,19:03:40,19:04:20,203_2,17
WD231614,19:05:55,19:06:35,202_2,18
WD231614,19:08:57,19:12:27,201_2,19
WD021615,19:08:57,19:12:27,201_2,1
WD021615,19:14:43,19:15:43,202_1,2
WD021615,19:17:18,19:17:58,203_1,3
WD021615,19:19:11,19:19:51,204_1,4
WD021615,19:21:18,19:21:58,205_1,5
WD021615,19:23:48,19:24:28,206_1,6
WD021615,19:26:07,19:26:47,207_1,7
WD021615,19:28:19,19:28:59,208_1,8
WD021615,19:30:12,19:30:52,209_1,9
WD021615,19:33:46,19:34:26,210_1,10
WD021615,19:36:33,19:37:33,211_1,11
WD021615,19:39:27,19:40:07,212_1,12
WD021615,19:41:52,19:42:32,213_1,13
WD021615,19:44:54,19:45:34,214_1,14
WD021615,19:48:20,19:49:00,215_1,15
WD021615,19:50:51,19:51:51,216_1,16
WD021615,19:54:39,19:55:19,115_1,17
WD021615,19:57:18,19:57:58,116_1,18
WD021615,20:00:00,20:02:30,117_2,19
WD231616,20:00:00,20:02:30,117_2,1
WD231616,20:05:32,20:06:12,116_2,2
WD231616,20:08:08,20:08:48,115_2,3
WD231616,20:10:29,20:11:09,216_2,4
WD231616,20:12:55,20:13:35,215_2,5
WD231616,20:16:33,20:17:13,214_2,6
WD231616,20:19:27,20:20:07,213_2,7
WD231616,20:21:47,20:22:27,212_2,8
WD231616,20:24:21,20:25:01,211_2,9
WD231616,20:27:09,20:27:49,210_2,10
WD231616,20:30:46,20:31:26,209_2,11
WD231616,20:32:39,20:33:19,208_2,12
WD231616,20:34:50,20:35:30,207_2,13
WD231616,20:37:08,20:37:48,206_2,14
WD231616,20:39:40,20:40:20,205_2,15
WD231616,20:41:46,20:42:26,204_2,16
WD231616,20:43:40,20:44:20,203_2,17
WD231616,20:45:55,20:46:35,202_2,18
WD231616,20:48:57,20:57:27,201_2,19
WD021617,20:48:57,20:57:27,201_2,1
WD021617,20:59:43,21:00:43,202_1,2
WD021617,21:02:18,21:02:58,203_1,3
WD021617,21:04:11,21:04:51,204_1,4
WD021617,21:06:18,21:06:58,205_1,5
WD021617,21:08:48,21:09:28,206_1,6
WD021617,21:11:07,21:11:47,207_1,7
WD021617,21:13:19,21:13:59,208_1,8
WD021617,21:15:12,21:15:52,209_1,9
WD021617,21:18:46,21:19:26,210_1,10
WD021617,21:21:33,21:22:33,211_1,11
WD021617,21:24:27,21:25:07,212_1,12
WD021617,21:26:52,21:27:32,213_1,13
WD021617,21:29:54,21:30:34,214_1,14
WD021617,21:33:20,21:34:00,215_1,15
WD021617,21:35:51,21:36:51,216_1,16
WD021617,21:39:39,21:40:19,115_1,17
WD021617,21:42:18,21:42:58,116_1,18
WD021617,21:45:00,21:45:40,117_2,19
WD011701,07:33:32,07:34:12,101_1,1
WD011701,07:36:28,07:37:08,102_1,2
WD011701,07:38:29,07:39:09,103_1,3
WD011701,07:41:03,07:41:43,104_1,4
WD011701,07:44:08,07:44:48,105_1,5
WD011701,07:46:10,07:46:50,106_1,6
WD011701,07:48:18,07:48:58,107_1,7
WD011701,07:51:39,07:52:19,108_1,8
WD011701,07:53:44,07:54:24,109_1,9
WD011701,07:55:50,07:56:30,110_1,10
WD011701,07:58:48,07:59:28,111_1,11
WD011701,08:01:28,08:02:08,112_1,12
WD011701,08:03:57,08:04:37,113_1,13
WD011701,08:06:55,08:07:35,114_1,14
WD011701,08:09:04,08:09:44,115_1,15
WD011701,08:12:34,08:13:14,116_1,16
WD011701,08:15:08,08:19:50,117_1,17
WD861702,08:15:08,08:19:50,117_1,1
WD861702,08:22:05,08:22:45,116_2,2
WD861702,08:25:27,08:26:07,115_2,3
WD861702,08:27:37,08:28:17,114_2,4
WD861702,08:30:42,08:31:22,113_2,5
WD861702,08:33:06,08:33:46,112_2,6
WD861702,08:35:27,08:36:07,111_2,7
WD861702,08:38:24,08:39:04,110_2,8
WD861702,08:40:37,08:41:17,109_2,9
WD861702,08:42:52,08:43:32,108_2,10
WD861702,08:45:59,08:46:39,107_2,11
WD861702,08:48:06,08:48:46,106_2,12
WD861702,08:50:11,08:50:51,105_2,13
WD861702,08:53:56,08:54:36,104_3,14
WD861702,08:56:50,08:57:30,103_2,15
WD861702,08:58:52,08:59:32,102_2,16
WD861702,09:02:12,09:06:12,101_1,17
WD011703,09:02:12,09:06:12,101_1,1
WD011703,09:08:28,09:09:08,102_1,2
WD011703,09:10:29,09:11:09,103_1,3
WD011703,09:13:03,09:13:43,104_1,4
WD011703,09:16:08,09:16:48,105_1,5
WD011703,09:18:10,09:18:50,106_1,6
WD011703,09:20:18,09:20:58,107_1,7
WD011703,09:23:39,09:24:19,108_1,8
WD011703,09:25:44,09:26:24,109_1,9
WD011703,09:27:50,09:28:30,110_1,10
WD011703,09:30:48,09:31:28,111_1,11
WD011703,09:33:28,09:34:08,112_1,12
WD011703,09:35:57,09:36:37,113_1,13
WD011703,09:38:55,09:39:35,114_1,14
WD011703,09:41:04,09:41:44,115_1,15
WD011703,09:44:34,09:45:14,116_1,16
WD011703,09:47:08,09:49:50,117_1,17
WD861704,09:47:08,09:49:50,117_1,1
WD861704,09:52:05,09:52:45,116_2,2
WD861704,09:55:27,09:56:07,115_2,3
WD861704,09:57:37,09:58:17,114_2,4
WD861704,10:00:42,10:01:22,113_2,5
WD861704,10:03:06,10:03:46,112_2,6
WD861704,10:05:27,10:06:07,111_2,7
WD861704,10:08:24,10:09:04,110_2,8
WD861704,10:10:37,10:11:17,109_2,9
WD861704,10:12:52,10:13:32,108_2,10
WD861704,10:15:59,10:16:39,107_2,11
WD861704,10:18:06,10:18:46,106_2,12
WD861704,10:20:11,10:20:51,105_2,13
WD861704,10:23:56,10:24:36,104_3,14
WD861704,10:26:50,10:27:30,103_2,15
WD861704,10:28:52,10:29:32,102_2,16
WD861704,10:32:12,10:36:12,101_1,17
WD011705,10:32:12,10:36:12,101_1,1
WD011705,10:38:28,10:39:08,102_1,2
WD011705,10:40:29,10:41:09,103_1,3
WD011705,10:43:03,10:43:43,104_1,4
WD011705,10:46:08,10:46:48,105_1,5
WD011705,10:48:10,10:48:50,106_1,6
WD011705,10:50:18,10:50:58,107_1,7
WD011705,10:53:39,10:54:19,108_1,8
WD011705,10:55:44,10:56:24,109_1,9
WD011705,10:57:50,10:58:30,110_1,10
WD011705,11:00:48,11:01:28,111_1,11
WD011705,11:03:28,11:04:08,112_1,12
WD011705,11:05:57,11:06:37,113_1,13
WD011705,11:08:55,11:09:35,114_1,14
WD011705,11:11:04,11:11:44,115_1,15
WD011705,11:14:34,11:15:14,116_1,16
WD011705,11:17:08,11:19:50,117_1,17
WD861706,11:17:08,11:19:50,117_1,1
WD861706,11:22:05,11:22:45,116_2,2
WD861706,11:25:27,11:26:07,115_2,3
WD861706,11:27:37,11:28:17,114_2,4
WD861706,11:30:42,11:31:22,113_2,5
WD861706,11:33:06,11:33:46,112_2,6
WD861706,11:35:27,11:36:07,111_2,7
WD861706,11:38:24,11:39:04,110_2,8
WD861706,11:40:37,11:41:17,109_2,9
WD861706,11:42:52,11:43:32,108_2,10
WD861706,11:45:59,11:46:39,107_2,11
WD861706,11:48:06,11:48:46,106_2,12
WD861706,11:50:11,11:50:51,105_2,13
WD861706,11:53:56,11:54:36,104_3,14
WD861706,11:56:50,11:57:30,103_2,15
WD861706,11:58:52,11:59:32,102_2,16
WD861706,12:02:12,12:04:12,101_1,17
WD011707,12:02:12,12:04:12,101_1,1
WD011707,12:06:28,12:07:08,102_1,2
WD011707,12:08:29,12:09:09,103_1,3
WD011707,12:11:03,12:11:43,104_1,4
WD011707,12:14:08,12:14:48,105_1,5
WD011707,12:16:10,12:16:50,106_1,6
WD011707,12:18:18,12:18:58,107_1,7
WD011707,12:21:39,12:22:19,108_1,8
WD011707,12:23:44,12:24:24,109_1,9
WD011707,12:25:50,12:26:30,110_1,10
WD011707,12:28:48,12:29:28,111_1,11
WD011707,12:31:28,12:32:08,112_1,12
WD011707,12:33:57,12:34:37,113_1,13
WD011707,12:36:55,12:37:35,114_1,14
WD011707,12:39:04,12:39:44,115_1,15
WD011707,12:42:34,12:43:14,116_1,16
WD011707,12:45:08,12:49:50,117_1,17
WD861708,12:45:08,12:49:50,117_1,1
WD861708,12:52:05,12:52:45,116_2,2
WD861708,12:55:27,12:56:07,115_2,3
WD861708,12:57:37,12:58:17,114_2,4
WD861708,13:00:42,13:01:22,113_2,5
WD861708,13:03:06,13:03:46,112_2,6
WD861708,13:05:27,13:06:07,111_2,7
WD861708,13:08:24,13:09:04,110_2,8
WD861708,13:10:37,13:11:17,109_2,9
WD861708,13:12:52,13:13:32,108_2,10
WD861708,13:15:59,13:16:39,107_2,11
WD861708,13:18:06,13:18:46,106_2,12
WD861708,13:20:11,13:20:51,105_2,13
WD861708,13:23:56,13:24:36,104_3,14
WD861708,13:26:50,13:27:30,103_2,15
WD861708,13:28:52,13:29:32,102_2,16
WD861708,13:32:12,13:34:12,101_1,17
WD011709,13:32:12,13:34:12,101_1,1
WD011709,13:36:28,13:37:08,102_1,2
WD011709,13:38:29,13:39:09,103_1,3
WD011709,13:41:03,13:41:43,104_1,4
WD011709,13:44:08,13:44:48,105_1,5
WD011709,13:46:10,13:46:50,106_1,6
WD011709,13:48:18,13:48:58,107_1,7
WD011709,13:51:39,13:52:19,108_1,8
WD011709,13:53:44,13:54:24,109_1,9
WD011709,13:55:50,13:56:30,110_1,10
WD011709,13:58:48,13:59:28,111_1,11
WD011709,14:01:28,14:02:08,112_1,12
WD011709,14:03:57,14:04:37,113_1,13
WD011709,14:06:55,14:07:35,114_1,14
WD011709,14:09:04,14:09:44,115_1,15
WD011709,14:12:34,14:13:14,116_1,16
WD011709,14:15:08,14:19:50,117_1,17
WD861710,14:15:08,14:19:50,117_1,1
WD861710,14:22:05,14:22:45,116_2,2
WD861710,14:25:27,14:26:07,115_2,3
